,page,text,face,h1,h2,l,r
9099,525, Sy.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",553.2899780273438,565.5,60.40773010253906,80.37899017333984
9100,525, Alep,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",552.2699584960938,565.6099853515625,80.37899017333984,103.2969970703125
9101,525, (Hkn).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",552.2699584960938,565.6099853515625,103.2969970703125,133.667236328125
9102,525, Dam.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",553.2899780273438,565.5,133.667236328125,162.72373962402344
9103,525, Doummar (Mt).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",552.2699584960938,565.6099853515625,162.72373962402344,230.98426818847656
9104,525, St.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",553.2899780273438,565.5,230.98426818847656,248.49737548828125
9105,525," Meskène (Hd-Mz), Deir-ez-Zor (Hd-Mz),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",552.2699584960938,565.6099853515625,248.49737548828125,419.2893981933594
9106,525,"Palmyre (P, Niklès, Mt, Pb),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",561.8699951171875,575.2100219726562,34.31999969482422,148.25416564941406
9107,525, Qaryatein,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",561.8699951171875,575.2100219726562,148.25416564941406,190.85414123535156
9108,525," (Mt), Arak à T 3, 50 km. W. de Palmyre, 32 km. W. de","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",561.8699951171875,575.2100219726562,190.85414123535156,419.5729675292969
9109,525,"Deir-ez-Zor (Pb),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",571.469970703125,584.8099975585938,34.08000183105469,103.32852172851562
9110,525, Ouadi-el-Abiad,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",571.469970703125,584.8099975585938,103.32852172851562,168.88351440429688
9111,525, (P).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",571.469970703125,584.8099975585938,168.88351440429688,187.42227172851562
9112,525,Aire géogr. — Espagne,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",583.22998046875,596.5700073242188,52.08000183105469,148.3921661376953
9113,525," mérid.,","Font: 'Times-Roman' (serifed, proportional), size 10.0064, color #000000",583.22998046875,596.5700073242188,148.3921661376953,180.52957153320312
9114,525," Afrique du Nord,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",583.22998046875,596.5700073242188,180.52957153320312,254.62417602539062
9115,525," Egypte,","Font: 'Times-Roman' (serifed, proportional), size 9.94867, color #000000",583.22998046875,596.5700073242188,254.62417602539062,289.1618347167969
9116,525," Palestine,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",583.22998046875,596.5700073242188,289.1618347167969,330.4053039550781
9117,525," TransJordanie,","Font: 'Times-Roman' (serifed, proportional), size 9.97437, color #000000",583.22998046875,596.5700073242188,330.4053039550781,391.8511047363281
9118,525," Syrie,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",583.22998046875,596.5700073242188,391.8511047363281,419.2939147949219
9119,525,"Iraq, Iran.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",592.3499755859375,605.6900024414062,34.31999969482422,77.74238586425781
9120,526,NOUVELLE FLORE ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000",20.043020248413086,32.04901885986328,169.44000244140625,249.3557586669922
9121,526,449,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000",20.043020248413086,32.04901885986328,385.621337890625,400.9445495605469
9122,526,"GLINUS L. —• Herbes ou rarement sous-arbrisseaux, glabres ou mollement","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",42.17700958251953,56.851009368896484,37.91999816894531,400.77685546875
9123,526,velus. Feuilles entières ou denticulées. Fleurs en dichasies,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",53.69702911376953,68.37103271484375,16.559999465942383,284.5243225097656
9124,526," pauciflores,","Font: 'Times-Roman' (serifed, proportional), size 10.9566, color #000000",53.69702911376953,68.37103271484375,284.5243225097656,339.8409729003906
9125,526, glomérulées.,"Font: 'Times-Roman' (serifed, proportional), size 10.9605, color #000000",53.69702911376953,68.37103271484375,339.8409729003906,400.8549499511719
9126,526,"Périanthe herbacé, à divisions marginales scarieuses. Étamines 3-20. Ovaire ovoïde","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",65.21698760986328,79.8909912109375,16.799999237060547,400.8735656738281
9127,526,à 3-5 styles. Capsule à parois fermées.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",76.73700714111328,91.4110107421875,16.799999237060547,196.7552947998047
9128,526,Feuilles jusqu'à 3 cm. sur 11. Tiges jusqu'à 60 cm.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",89.06997680664062,102.40997314453125,34.31999969482422,236.62258911132812
9129,526,Gl. lotoides,"Font: 'Times-Italic' (italic, serifed, proportional), size 7.9599, color #000000",103.27200317382812,113.04000854492188,350.8800048828125,390.2393798828125
